num_agents,world_size,obs_density,el_mean,el_std,mr_mean,mr_std,co_mean,co_std,sr_mean,distance,block,congestion
"20","15","0.15","25.9","6.28887907341205","20","0","0.0011057108763075653","0.0018408631534941437","1","0.1","0","-1"
"20","15","0.3","54.48","53.288550364970526","19.91","0.37669616403674727","0.008377047850067805","0.010170813040601067","0.94","0.1","0","-1"
"30","15","0","25.3","6.048966853934645","30","0","0.00016115325370995033","0.0005208471971321662","1","0.1","0","-1"
"30","15","0.15","31.45","10.342509366686597","30","0","0.0037378346181948592","0.004398071726120258","1","0.1","0","-1"
"30","15","0.3","91.66","63.95361131320107","29.87","0.4616275555033516","0.017111384838547763","0.01479334468208899","0.91","0.1","0","-1"
"40","15","0","28.02","10.528038753728067","40","0","0.0007226497869441242","0.001103964738899481","1","0.1","0","-1"
"40","15","0.15","48.32","36.74068045096607","39.98","0.14","0.005641406999170425","0.005720986759848556","0.98","0.1","0","-1"
"40","15","0.3","136.94","83.17605665093771","38.98","3.2341304859266273","0.03261873050037047","0.04077390169370678","0.73","0.1","0","-1"
"10","15","0","19.16","3.5120364462801352","10","0","0","0","1","0.1","0","-0.75"
"10","15","0.15","20.34","4.767011642528262","10","0","0.0001223776223776224","0.0008850713327865133","1","0.1","0","-0.75"
"10","15","0.3","27.66","23.92413843798769","9.99","0.09949874371066199","0.0011647487479448057","0.00304379184840809","0.99","0.1","0","-0.75"
"20","15","0","21.24","3.030247514642987","20","0","0.00002631578947368421","0.0002618387992385843","1","0.1","0","-0.75"
"20","15","0.15","25.02","7.307502993499217","20","0","0.0013781726034913988","0.002821959638750344","1","0.1","0","-0.75"
"20","15","0.3","57.61","50.3977965788188","19.95","0.2598076211353316","0.007838075536208024","0.010182914094859552","0.96","0.1","0","-0.75"
"30","15","0","23.71","4.515074750211784","30","0","0.00020993746167267328","0.0005206283801022899","1","0.1","0","-0.75"
"30","15","0.15","34.56","28.33877908449833","29.99","0.09949874371066197","0.002764515613899161","0.0030508710590376837","0.99","0.1","0","-0.75"
"30","15","0.3","86.99","67.33520550202546","29.88","0.3815756805667782","0.01619725012428298","0.017770287781689126","0.9","0.1","0","-0.75"
"40","15","0","26.25","5.836737102183034","40","0","0.0006242197660177659","0.0009535632990161462","1","0.1","0","-0.75"
"40","15","0.15","59.67","54.47367345791909","39.97","0.17058722109231983","0.00672328493974931","0.006736423845190808","0.97","0.1","0","-0.75"
"40","15","0.3","180.24","82.73247488139104","38.89","2.2085968396246516","0.025817144379879184","0.02797888046376371","0.52","0.1","0","-0.75"
"10","15","0","18.75","3.601041516006168","10","0","0","0","1","0.1","0","0.75"
"10","15","0.15","23.25","23.750105262924624","9.99","0.09949874371066199","0.00045569131107346027","0.0022383000660054575","0.99","0.1","0","0.75"
"10","15","0.3","31.23","24.99514152790498","9.98","0.19899748742132398","0.0013618218855186396","0.0030819846753083247","0.99","0.1","0","0.75"
"20","15","0","21.56","3.6859734128178405","20","0","0.00002380952380952381","0.00023690177073967144","1","0.1","0","0.75"
"20","15","0.15","25.62","5.552981181311531","20","0","0.00109300862440636","0.0025455697993799144","1","0.1","0","0.75"
"20","15","0.3","58.61","58.72646677606273","19.87","0.5942221806698231","0.008825321085379112","0.015373374249448393","0.93","0.1","0","0.75"
"30","15","0","24.94","4.33086596421547","30","0","0.0002600136480038464","0.0006373088979230965","1","0.1","0","0.75"
"30","15","0.15","36.02","17.598852235302164","30","0","0.0033976264093656737","0.00556755231270365","1","0.1","0","0.75"
"30","15","0.3","92.35","75.444201235085","29.74","0.7296574538781879","0.016409143724100933","0.013480232408542304","0.85","0.1","0","0.75"
"40","15","0","26.39","4.130121063600921","40","0","0.0006757311699068358","0.0009080387576560517","1","0.1","0","0.75"
"40","15","0.15","53.82","50.23492410664119","39.94","0.2764054992217051","0.006431142182626938","0.00502300181117899","0.95","0.1","0","0.75"
"40","15","0.3","140.1","81.97139745057419","39.04","2.5215868019959182","0.038802394048346664","0.039651880148501156","0.72","0.1","0","0.75"
"10","15","0","18.44","3.456356463098099","10","0","0","0","1","0.1","0","-0.5"
"10","15","0.15","21.17","4.483425030041207","10","0","0.0003123809523809524","0.0018006841733250985","1","0.1","0","-0.5"
"10","15","0.3","31.49","26.301138758616517","9.98","0.19899748742132398","0.001985970517122001","0.004325667724894987","0.99","0.1","0","-0.5"
"20","15","0","21.94","3.5066223064367796","20","0","0.00008263656633221851","0.00040741811832225753","1","0.1","0","-0.5"
"20","15","0.15","29.35","25.980136643212635","20","0","0.0013242675218149524","0.002782350438238671","1","0.1","0","-0.5"
"20","15","0.3","64.49","61.32446412321921","19.92","0.2712931993250107","0.00935963153666839","0.014546323121647612","0.92","0.1","0","-0.5"
"30","15","0","23.96","3.6357117597521396","30","0","0.00019326366951366952","0.000623532311727792","1","0.1","0","-0.5"
"30","15","0.15","34.95","27.612814054348032","29.99","0.09949874371066199","0.003329726826751826","0.003654066947357137","0.99","0.1","0","-0.5"
